Words,POS,lcfreqmovies,lcfreqbooks,Freq
ennuis,NOU,1.791620483,1.264345507,1.527982995
coupe,VER,1.791129001,1.710540448,1.750834725
souvenir,VER,1.791058744,2.162385156,1.97672195
sauvé,VER,1.789721694,1.365113432,1.577417563
paie,VER,1.789580712,1.11058971,1.450085211
pleurer,VER,1.789580712,1.802842113,1.796211413
retrouve,NOU,1.789157492,1.677333151,1.733245322
dingue,VER,1.789086915,1.176091259,1.482589087
choisi,VER,1.788521887,1.678609417,1.733565652
riche,ADJ,1.788168371,1.674217946,1.731193159
rôle,NOU,1.786751422,1.946992341,1.866871882
copain,ADJ,1.786325434,1.532117116,1.659221275
marre,VER,1.786325434,1.472317546,1.62932149
chaussures,NOU,1.78604121,1.678518379,1.732279795
humain,ADJ,1.785970125,1.632457292,1.709213709
cacher,ADJ,1.7857568,1.685293781,1.735525291
dents,NOU,1.78490245,2.058919261,1.921910856
preuve,NOU,1.783832143,1.703635238,1.743733691
amène,ADJ,1.782544284,1.158060794,1.470302539
enquête,NOU,1.782257574,1.270678836,1.526468205
combat,VER,1.782185866,1.745074792,1.763630329
conduire,VER,1.782185866,1.60498163,1.693583748
mangé,VER,1.781252594,1.439332694,1.610292644
église,NOU,1.779596491,2.091948191,1.935772341
bar,NOU,1.779380011,1.720737977,1.750058994
pleure,VER,1.779380011,1.396722279,1.588051145
gouvernement,NOU,1.776846409,2.078202983,1.927524696
politique,ADJ,1.776192515,2.042457375,1.909324945
dimanche,NOU,1.775756038,1.943692327,1.859724183
réveille,VER,1.775756038,1.244771761,1.5102639
venus,VER,1.775173385,1.700703717,1.737938551
contact,NOU,1.775100499,1.745699227,1.760399863
habite,VER,1.774881766,1.352182518,1.563532142
glace,NOU,1.774443969,1.896029912,1.835236941
taxi,NOU,1.773932647,1.615107987,1.694520317
lait,NOU,1.773859552,1.793999801,1.783929677
idées,NOU,1.773640193,1.941312625,1.857476409
nul,ADJ,1.773054693,1.766635886,1.76984529
attendais,VER,1.77298145,1.566083784,1.669532617
félicitations,NOU,1.772541733,0.705007959,1.238774846
puisque,CON,1.77151399,2.120442307,1.945978149
langue,NOU,1.770483809,2.016113666,1.893298738
responsable,ADJ,1.770483809,1.429590802,1.600037306
mur,NOU,1.770115295,2.236965299,2.003540297
file,VER,1.76871208,1.594723946,1.681718013
sentir,VER,1.767007364,1.870345371,1.818676368
huit,ADJ,1.766933094,2.010723865,1.88882848
longue,ADJ,1.766487206,2.182699903,1.974593555
permis,NOU,1.766487206,1.673020907,1.719754057
lune,NOU,1.765594055,1.800991861,1.783292958
match,NOU,1.76537048,0.972665592,1.369018036
foutu,VER,1.765221366,1.428458774,1.59684007
gare,VER,1.764848357,1.92526051,1.845054434
mariée,VER,1.764773717,1.369957607,1.567365662
marié,VER,1.764549719,1.22762965,1.496089685
arrivent,VER,1.764325606,1.338854746,1.551590176
étions,VER,1.764101376,2.138302698,1.951202037
aimais,VER,1.763951826,1.75709222,1.760522023
mesdames,NOU,1.763652571,0.674861141,1.219256856
épouse,VER,1.76305344,1.499136995,1.631095218
sauter,VER,1.76260355,1.636588184,1.699595867
épouser,VER,1.762453482,1.305351369,1.533902426
raconter,VER,1.761852694,1.811976944,1.786914819
répondre,VER,1.761627185,1.993788814,1.877708
chat,NOU,1.761251074,1.772761647,1.767006361
cerveau,NOU,1.760949951,1.461198289,1.61107412
dirais,VER,1.760799312,1.224274014,1.492536663
vêtements,NOU,1.760799312,1.873901598,1.817350455
espoir,NOU,1.760573254,1.957798775,1.859186015
chasse,VER,1.760196229,1.790707287,1.775451758
films,NOU,1.760120785,1.390758529,1.575439657
couleur,NOU,1.759365622,2.074267743,1.916816683
vive,ADJ,1.758911892,1.694166296,1.726539094
importance,NOU,1.758306182,1.87817698,1.818241581
touché,VER,1.757775491,1.491501766,1.624638629
né,VER,1.757699625,1.574725584,1.666212605
beaux,ADJ,1.757396029,1.804684515,1.781040272
dossier,NOU,1.757396029,1.545801757,1.651598893
bravo,INT,1.757320097,1.047274867,1.402297482
horrible,ADJ,1.75709222,1.316808752,1.536950486
deuxième,NOU,1.756636108,1.883604661,1.820120385
suivez,VER,1.756103372,0.802773725,1.279438549
entrée,NOU,1.755188586,2.111228898,1.933208742
essaye,VER,1.754654069,1.019946682,1.387300376
toucher,VER,1.754654069,1.820070034,1.787362052
secondes,NOU,1.754195388,1.761175813,1.757685601
signifie,VER,1.75327657,1.178113252,1.465694911
mémoire,NOU,1.752816431,2.024239306,1.888527869
solution,NOU,1.751740874,1.566908655,1.659324765
quels,PRO,1.751587005,1.570893036,1.661240021
faîte,NOU,1.751433082,0.846955325,1.299194204
dégage,VER,1.7513561,1.014520539,1.38293832
immédiatement,ADV,1.75089392,1.629817196,1.690355558
papier,NOU,1.750662646,2.160138258,1.955400452
présenter,VER,1.750508395,1.462248215,1.606378305
copine,NOU,1.750354089,1.099335278,1.424844684
reine,NOU,1.750199728,1.477121255,1.613660492
chante,VER,1.749427099,1.26599637,1.507711735
empêcher,VER,1.748110467,1.846337112,1.79722379
mien,PRO,1.745621221,1.566083784,1.655852503
enlève,VER,1.744996674,1.135132651,1.440064663
restes,NOU,1.744996674,1.341632336,1.543314505
environ,ADV,1.744684063,1.438225808,1.591454936
prévu,VER,1.744605875,1.524396122,1.634500999
bu,VER,1.744449457,1.625621081,1.685035269
expérience,NOU,1.744449457,1.682235357,1.713342407
manière,NOU,1.743744879,2.12923861,1.936491745
occasion,NOU,1.743431365,1.964212473,1.853821919
planète,VER,1.74264659,1.297979244,1.520312917
position,NOU,1.74225367,1.731185708,1.736719689
quitte,VER,1.74225367,1.554004321,1.648128996
quartier,NOU,1.742175043,1.953566414,1.847870729
certainement,ADV,1.741624258,1.777644278,1.759634268
ayez,VER,1.741151599,1.200850498,1.471001049
partis,VER,1.741072772,1.65829765,1.699685211
dort,VER,1.740757323,1.414137362,1.577447343
dors,VER,1.740599513,1.143639235,1.442119374
soldats,NOU,1.740046724,1.916453949,1.828250337
certaines,PRO,1.739651444,1.774224905,1.756938175
mienne,PRO,1.739176632,1.62838893,1.683782781
cent,ADJ,1.738939031,2.196176185,1.967557608
décision,NOU,1.737431201,1.679155241,1.708293221
occupé,VER,1.736237099,1.465234095,1.600735597
soin,NOU,1.735997884,1.657151502,1.696574693
apporté,VER,1.735918117,1.389697548,1.562807833
types,NOU,1.734239604,1.582517884,1.658378744
cassé,VER,1.733919151,1.367542274,1.550730713
essayez,VER,1.733518251,0.84260924,1.288063746
belles,ADJ,1.733277534,1.828015064,1.780646299
foi,NOU,1.732876041,1.883604661,1.808240351
sache,VER,1.732876041,1.432809005,1.582842523
jardin,NOU,1.732474177,2.172369377,1.952421777
doux,ADJ,1.732152418,1.83193373,1.782043074
centre,NOU,1.73183042,1.90676589,1.819298155
frais,ADJ,1.731588765,1.935608019,1.833598392
arrivera,VER,1.731266349,1.003029471,1.36714791
imbécile,ADJ,1.730782276,1.496237545,1.613509911
casse,VER,1.730297662,1.340245762,1.535271712
éviter,VER,1.730055152,1.778657632,1.754356392
base,NOU,1.729650668,1.508260306,1.618955487
client,NOU,1.729407797,1.45909079,1.594249294
poisson,NOU,1.729245807,1.479143248,1.604194528
dise,VER,1.728028954,1.405004665,1.56651681
charge,NOU,1.727622578,1.643945913,1.685784246
gagne,VER,1.727459921,1.293583513,1.510521717
rencontre,NOU,1.726482697,1.937969003,1.83222585
métier,NOU,1.72607487,1.87817698,1.802125925
nécessaire,ADJ,1.725339816,1.751971575,1.738655696
pardonne,VER,1.725176301,1.089905111,1.407540706
embrasse,NOU,1.724930914,1.477121255,1.601026085
toilettes,NOU,1.724930914,1.126456113,1.425693514
dure,ADJ,1.724521627,1.764250875,1.744386251
viendra,VER,1.723619836,1.363799945,1.543709891
passez,VER,1.722962809,0.820857989,1.271910399
soldat,NOU,1.722469386,1.664829941,1.693649664
vécu,VER,1.721810615,1.779163424,1.75048702
parie,VER,1.720903171,0.933487288,1.32719523
superbe,ADJ,1.720820582,1.348110068,1.534465325
fier,ADJ,1.720737977,1.559667278,1.640202628
malin,ADJ,1.720490068,1.287577809,1.504033939
tueur,NOU,1.719497017,0.86332286,1.291409939
faits,VER,1.71941416,1.762153192,1.740783676
regard,NOU,1.719248398,2.550142709,2.134695554
monstre,ADJ,1.719082574,1.328175661,1.523629118
frappe,VER,1.718003168,1.400365273,1.559184221
maladie,NOU,1.717504075,1.695394108,1.706449092
réalité,NOU,1.717254313,1.880527778,1.798891046
offrir,VER,1.716504164,1.701913211,1.709208688
image,NOU,1.716003344,2.081851172,1.898927258
regrette,VER,1.715919817,1.333447274,1.524683546
magasin,NOU,1.715752717,1.659060072,1.687406395
destin,NOU,1.715418323,1.797752129,1.756585226
pauvres,ADJ,1.715083671,1.798236176,1.756659924
rendu,VER,1.714999967,1.736635498,1.725817733
fil,NOU,1.714581209,1.880527778,1.797554494
formidable,ADJ,1.714245911,1.478133428,1.59618967
demandez,VER,1.713826424,1.087426457,1.400626441
ton,DET,1.713742478,2.14129296,1.927517719
soient,VER,1.713070326,1.731749884,1.722410105
remercie,VER,1.712733859,1.232742063,1.472737961
fout,VER,1.71189155,1.401400541,1.556646046
court,ADV,1.711807229,1.948021533,1.829914381
différence,NOU,1.711554168,1.587149498,1.649351833
ramener,VER,1.711216524,1.396722279,1.553969402
verras,VER,1.710455864,1.37621185,1.543333857
bleu,ADJ,1.708930536,2.173943437,1.941436987
spectacle,NOU,1.708760724,1.824516328,1.766638526
bus,VER,1.708675793,1.147676324,1.428176059
couteau,NOU,1.708250889,1.64601141,1.67713115
tourner,VER,1.707995746,1.837462171,1.772728959
enceinte,VER,1.707570176,1.325310372,1.516440274
justice,NOU,1.707229419,1.664829941,1.68602968
mignon,ADJ,1.706034661,0.912753304,1.309393983
personnel,NOU,1.705778213,1.56937391,1.637576062
telle,PRO,1.705692697,2.106428895,1.906060796
chiens,NOU,1.705607163,1.736635498,1.721121331
double,VER,1.705007959,1.842172229,1.773590094
découvert,VER,1.704750904,1.601951404,1.653351154
envers,PRP,1.703549298,1.675503385,1.689526342
bain,NOU,1.703463342,1.634578023,1.669020683
partons,VER,1.703463342,0.901458321,1.302460832
goût,NOU,1.703377369,2.096214585,1.899795977
travaillé,VER,1.703377369,1.315550534,1.509463952
dieux,NOU,1.703205371,1.446692466,1.574948919
respect,NOU,1.703033305,1.627673032,1.665353169
pont,NOU,1.702861171,1.872680607,1.787770889
sexe,NOU,1.702775078,1.667359546,1.685067312
discuter,VER,1.702688968,1.406028945,1.554358957
retrouvé,VER,1.702258163,1.740362689,1.721310426
venait,VER,1.701136066,2.434393235,2.067764651
île,NOU,1.700703717,1.922102367,1.811403042
détruire,VER,1.700011062,1.308350949,1.504181006
camion,NOU,1.699490845,1.481012421,1.590251633
opération,NOU,1.699056855,1.617210095,1.658133475
action,NOU,1.698709349,1.862787098,1.780748224
fatigué,VER,1.698013504,1.517195898,1.607604701
drogue,NOU,1.697665163,1.060320029,1.378992596
aimait,VER,1.695218919,2.109646031,1.902432475
ramène,VER,1.694780636,1.231214648,1.462997642
oubliez,VER,1.694429691,1.047274867,1.370852279
clés,NOU,1.693726949,1.13289977,1.41331336
interdit,VER,1.693726949,1.546542663,1.620134806
lorsque,CON,1.693375151,2.316305902,2.004840527
témoin,NOU,1.693287157,1.453012391,1.573149774
arbre,NOU,1.692758818,1.827110687,1.759934753
refuse,VER,1.692758818,1.383635868,1.538197343
réunion,NOU,1.691700208,1.281487888,1.486594048
malheur,NOU,1.691611874,1.862369937,1.776990906
terrain,NOU,1.691258358,1.811976944,1.751617651
sacré,ADJ,1.691081492,1.538070787,1.61457614
bombe,VER,1.690816058,1.197004728,1.443910393
folie,NOU,1.690284703,1.719579858,1.704932281
vus,VER,1.689575216,1.472317546,1.580946381
lis,NOU,1.689486448,1.302547372,1.49601691
savons,VER,1.688953463,1.312600439,1.500776951
fermer,VER,1.688864568,1.518118947,1.603491758
cartes,NOU,1.688775655,1.703033305,1.69590448
cache,NOU,1.687528961,1.362482475,1.525005718
étranger,ADJ,1.68735057,1.753506457,1.720428514
rentré,VER,1.687172105,1.438225808,1.562698957
campagne,NOU,1.686725621,1.976487537,1.831606579
chapeau,NOU,1.686725621,1.862787098,1.77475636
défense,NOU,1.686278678,1.679155241,1.68271696
repas,NOU,1.686010291,1.884342148,1.78517622
arranger,VER,1.685831275,1.26599637,1.475913823
aiment,VER,1.68538341,1.430719888,1.558051649
dépend,VER,1.683947131,1.181843588,1.43289536
permettez,VER,1.683767261,1.006037955,1.344902608
perds,VER,1.682415862,1.054995862,1.368705862
chanter,VER,1.682325619,1.534787359,1.608556489
spécial,ADJ,1.682325619,1.160168293,1.421246956
mêmes,ADJ,1.682054777,2.069557105,1.875805941
explique,VER,1.681422156,1.582517884,1.63197002
lâchez,VER,1.681422156,0.320146286,1.000784221
lettres,NOU,1.681060244,2.061226225,1.871143235
ange,NOU,1.680335513,1.33485569,1.507595602
meilleurs,ADJ,1.679246145,1.395675785,1.537460965
assassin,ADJ,1.678791434,1.225825991,1.452308713
excellent,VER,1.678427322,1.218797998,1.44861266
réfléchir,VER,1.677515705,1.562887381,1.620201543
appelait,VER,1.67614468,2.019490163,1.847817422
derniers,ADJ,1.675869955,1.872738827,1.774304391
camarade,VER,1.675044736,1.589391023,1.63221788
menti,VER,1.675044736,0.981818607,1.328431672
remarqué,VER,1.673941999,1.600537294,1.637239647
courir,VER,1.673849977,1.856245401,1.765047689
odeur,NOU,1.673849977,2.203739809,1.938794893
règles,NOU,1.673665876,1.346939463,1.51030267
aveugle,VER,1.673020907,1.660960292,1.6669906
choisir,VER,1.67292869,1.544068044,1.608498367
continuez,VER,1.672836454,0.674861141,1.173848798
remettre,VER,1.672559628,1.748808005,1.710683817
clients,NOU,1.672374979,1.619302076,1.645838528
gosses,NOU,1.672374979,1.441538039,1.556956509
hasard,NOU,1.671913012,2.075510465,1.873711739
zone,NOU,1.67182056,1.536432176,1.604126368
quelles,PRO,1.671358003,1.555698895,1.613528449
arrêt,NOU,1.670245853,1.670431409,1.670338631
mérite,NOU,1.66996737,1.404833717,1.537400544
rendez,VER,1.66996737,1.151982395,1.410974883
preuves,NOU,1.669781615,1.170261715,1.420021665
enlever,VER,1.669688708,1.349471799,1.509580254
moindre,ADJ,1.669688708,2.06803736,1.868863034
pourrai,VER,1.669409867,1.363799945,1.516604906
préparer,VER,1.669409867,1.635885685,1.652647776
malgré,PRP,1.667452953,2.282282156,1.974867555
voleur,ADJ,1.6658623,1.128722284,1.397292292
jambe,NOU,1.665674781,1.698361566,1.682018174
princesse,NOU,1.665674781,1.322426052,1.494050417
parlons,VER,1.66539335,1.21005085,1.4377221
sourire,VER,1.663700925,2.374546728,2.019123827
ventre,NOU,1.663418212,2.135514281,1.899466247
rappeler,VER,1.663040975,1.519959181,1.591500078
américain,ADJ,1.662285516,1.599118565,1.630702041
taille,NOU,1.662285516,1.882809041,1.772547279
nouveaux,ADJ,1.662096445,1.707740454,1.68491845
tirez,VER,1.661812686,0.545307116,1.103559901
finalement,ADV,1.661718058,1.770262738,1.715990398
doigts,NOU,1.66143405,2.245043574,1.953238812
veuillez,VER,1.661244609,0.953759692,1.307502151
sol,NOU,1.661149857,2.171170435,1.916160146
shérif,NOU,1.660391098,0.033423755,0.846907427
entier,ADJ,1.66029616,1.797267541,1.728781851
contrat,NOU,1.6599162,1.094471129,1.377193665
vérifier,VER,1.659821158,1.344195716,1.502008437
prépare,VER,1.658393026,1.292034436,1.475213731
parfaitement,ADV,1.657820456,1.851747419,1.754783938
niveau,NOU,1.657629431,1.487703863,1.572666647
animaux,ADJ,1.657151502,1.576456532,1.616804017
procès,NOU,1.657151502,1.385963571,1.521557537
noire,ADJ,1.654753933,2.175105741,1.914929837
répète,VER,1.654561555,1.571708832,1.613135194
disons,VER,1.654465334,1.25139485,1.452930092
forces,NOU,1.654369091,2.103187749,1.87877842
entendez,VER,1.654272827,1.145817714,1.400045271
compter,VER,1.653694795,1.722387094,1.688040945
troisième,ADJ,1.653405491,1.947335676,1.800370584
plage,NOU,1.653115993,1.857513415,1.755314704
restaurant,VER,1.653115993,1.599883072,1.626499533
présence,NOU,1.652729696,2.124210683,1.88847019
machine,VER,1.652633068,1.770778396,1.711705732
trésor,NOU,1.651859269,1.304059466,1.477959368
prince,NOU,1.651568739,1.816970038,1.734269389
programme,VER,1.650890078,1.343014497,1.496952288
balles,NOU,1.65079304,1.697752274,1.674272657
code,VER,1.65040467,1.137354111,1.393879391
douce,ADJ,1.65040467,1.866759783,1.758582227
nourriture,NOU,1.649237472,1.410608543,1.529923008
récupérer,VER,1.649237472,1.151982395,1.400609934
sers,VER,1.649140064,0.733197265,1.191168665
rapide,ADJ,1.649042634,1.763727404,1.706385019
frappé,VER,1.648750213,1.577951128,1.613350671
samedi,NOU,1.648457594,1.534787359,1.591622477
sommeil,NOU,1.648457594,2.049334336,1.848895965
amoureuse,ADJ,1.648360011,1.427486109,1.53792306
voudrait,VER,1.648164779,1.637989781,1.64307728
propres,ADJ,1.648067129,1.776192515,1.712129822
conscience,NOU,1.647969458,1.903469829,1.775719644
volonté,NOU,1.647480773,1.848435455,1.747958114
grandes,ADJ,1.647089429,2.115543948,1.881316689
parlait,VER,1.647089429,2.19614854,1.921618985
stop,NOU,1.646991537,0.812244697,1.229618117
pourras,VER,1.646893624,1,1.323446812
bouger,VER,1.646599752,1.668572269,1.657586011
meurt,VER,1.64630568,1.309843005,1.478074343
appareil,NOU,1.645422269,1.554852434,1.600137352
projet,NOU,1.645225712,1.600537294,1.622881503
bougez,VER,1.644340099,0.397940009,1.021140054
relation,NOU,1.643748685,1.008600172,1.326174429
embrasser,VER,1.642563437,1.57634135,1.609452394
meurs,VER,1.64246452,0.774516966,1.208490743
oiseau,NOU,1.641275757,1.680969718,1.661122738
viande,NOU,1.641275757,1.616475514,1.628875636
vouliez,VER,1.641275757,0.764176132,1.202725945
amuser,VER,1.641176547,1.403806611,1.522491579
assure,VER,1.641176547,1.432809005,1.536992776
cou,NOU,1.640580806,2.051923916,1.846252361
chevaux,NOU,1.640481437,1.838786145,1.739633791
raisons,NOU,1.640183192,1.787318757,1.713750975
regardes,VER,1.639884742,0.727541257,1.183713
vierge,ADJ,1.639785213,1.653212514,1.646498864
raté,NOU,1.639586087,1.092018471,1.365802279
honnête,ADJ,1.639486489,1.305351369,1.472418929
usine,VER,1.638988159,1.456062224,1.547525192
piste,NOU,1.638788667,1.543198586,1.590993627
crise,NOU,1.638589083,1.579440597,1.60901484
jette,VER,1.638389408,1.656481516,1.647435462
resté,VER,1.637989781,1.79302166,1.715505721
accepter,VER,1.63738965,1.56371834,1.600553995
pilote,NOU,1.637089274,0.875061263,1.256075269
direction,NOU,1.635986112,2.01300585,1.824495981
obligé,ADJ,1.6349808,1.608632989,1.621806895
unique,ADJ,1.634678752,1.824516328,1.72959754
apparemment,ADV,1.634275695,1.470263447,1.552269571
couché,VER,1.634074025,1.711132072,1.672603049
excuser,VER,1.633569443,1.080265627,1.356917535
failli,VER,1.633569443,1.363799945,1.498684694
neige,NOU,1.633468456,1.883207033,1.758337745
commissaire,NOU,1.633367445,1.506369717,1.569868581
cherchez,VER,1.632963168,0.866877814,1.249920491
feras,VER,1.632558515,1.11991541,1.376236963
pluie,NOU,1.632558515,2.048286393,1.840422454
majesté,NOU,1.631849462,1.348304863,1.490077163
genoux,NOU,1.631646663,2.016991578,1.824319121
emmenez,VER,1.631342286,0.442479769,1.036911028
discours,NOU,1.63113925,1.703635238,1.667387244
forte,ADJ,1.630631244,1.797821311,1.714226278
toit,NOU,1.629715333,1.737113094,1.683414214
invité,VER,1.629001619,1.323870607,1.476436113
prévenir,VER,1.628491105,1.498172661,1.563331883
noms,NOU,1.62838893,1.83321088,1.730799905
billets,NOU,1.627365857,1.496237545,1.561801701
officier,VER,1.627263417,1.602059991,1.614661704
vendu,VER,1.627160952,1.224274014,1.425717483
fermé,VER,1.626750854,1.642662331,1.634706593
gâteau,NOU,1.626648268,1.143639235,1.385143752
bouteille,NOU,1.626443025,1.847634344,1.737038685
blanche,ADJ,1.626340367,2.188816031,1.907578199
repos,NOU,1.626237685,1.639287226,1.632762456
décider,VER,1.626032248,1.433929766,1.529981007
régler,VER,1.626032248,1.349471799,1.487752024
noirs,ADJ,1.625929493,2.031691169,1.828810331
énergie,NOU,1.625106575,1.441538039,1.533322307
mens,VER,1.624900602,0.769377326,1.197138964
proche,ADJ,1.623662707,1.86516322,1.744412964
ravi,VER,1.623662707,1.193402903,1.408532805
lycée,NOU,1.62283548,1.561339941,1.592087711
entend,VER,1.620864475,1.80009818,1.710481328
caméra,NOU,1.619510721,0.64246452,1.130987621
espace,VER,1.619510721,1.898286279,1.7588985
rejoindre,VER,1.61898892,1.775683249,1.697336085
billet,NOU,1.617734035,1.508260306,1.562997171
couper,VER,1.617524535,1.501880494,1.559702515
gentille,ADJ,1.617419747,1.262688344,1.440054046
comprend,VER,1.616895426,1.502700175,1.559797801
auraient,VER,1.615844883,1.923503067,1.769673975
couple,NOU,1.615844883,1.676053125,1.645949004
regardé,VER,1.615844883,1.71222867,1.664036777
attendu,VER,1.615423953,1.599883072,1.607653513
dormi,VER,1.615423953,1.423081958,1.519252956
flingue,VER,1.615423953,1.049992857,1.332708405
enchanté,VER,1.61436984,1.009025742,1.311697791
course,NOU,1.614264287,1.718501689,1.666382988
attendant,VER,1.613418945,1.885474303,1.749446624
prouver,VER,1.613418945,1.325310372,1.469364659
appartient,VER,1.612147838,1.306853749,1.459500794
patient,ADJ,1.612041745,1.072617477,1.342329611
os,NOU,1.610340711,1.696618459,1.653479585
crains,VER,1.610234175,1.246498581,1.428366378
règle,NOU,1.610234175,1.500099192,1.555166684
cesse,VER,1.610127613,1.984752278,1.797439946
tuée,VER,1.609701102,0.812244697,1.2109729
lever,VER,1.609167374,1.878923734,1.744045554
voitures,NOU,1.609167374,1.792111409,1.700639392
morceau,NOU,1.60906055,1.762228284,1.685644417
neuf,ADJ,1.608953699,1.845903839,1.727428769
pierre,NOU,1.608312043,2.076967952,1.842639998
larmes,VER,1.608097946,2.088844563,1.848471255
russe,ADJ,1.607776604,1.706547103,1.657161854
château,NOU,1.607562243,1.801952235,1.704757239
théâtre,NOU,1.607562243,1.808346036,1.70795414
pièces,NOU,1.606811147,1.916822285,1.761816716
joues,VER,1.606596309,1.891593204,1.749094757
couche,NOU,1.606273853,1.611510887,1.60889237
manqué,VER,1.606166315,1.432969291,1.519567803
voulons,VER,1.606166315,0.979092901,1.292629608
alcool,NOU,1.605197267,1.599118565,1.602157916
animal,ADJ,1.604550033,1.726238047,1.66539404
ancien,ADJ,1.604442066,1.856305866,1.730373966
passage,NOU,1.604226053,2.136149586,1.87018782
autrement,ADV,1.603793704,1.797752129,1.700772917
étage,VER,1.602819342,1.841734779,1.722277061
intention,NOU,1.602059991,1.732313327,1.667186659
souhaite,VER,1.60184279,1.238046103,1.419944447
perd,VER,1.601734148,1.397940009,1.499837079
passera,VER,1.601190533,1.145817714,1.373504124
commande,NOU,1.601081728,1.414137362,1.507609545
amuse,VER,1.600428326,1.395501124,1.497964725
doigt,NOU,1.600210306,1.904931827,1.752571067
achète,VER,1.600101256,1.162265614,1.381183435
comptes,NOU,1.599992178,1.390935107,1.495463643
reposer,VER,1.599992178,1.321184027,1.460588103
horreur,NOU,1.599773939,1.787814567,1.693794253
falloir,VER,1.599664779,1.249687428,1.424676104
heureusement,ADV,1.599664779,1.710540448,1.655102614
miracle,NOU,1.599664779,1.533009022,1.566336901
victimes,NOU,1.599664779,1.249687428,1.424676104
énorme,ADJ,1.599118565,1.909662985,1.754390775
échapper,VER,1.59900924,1.681602999,1.64030612
serons,VER,1.59900924,1.241546481,1.420277861
démon,NOU,1.598899887,1.13289977,1.365899829
violence,NOU,1.59835271,1.725176301,1.661764506
vache,NOU,1.597804842,1.510946949,1.554375896
marrant,VER,1.59747579,1.185542155,1.391508973
succès,NOU,1.59747579,1.730136004,1.663805897
paye,VER,1.595936906,1.25139485,1.423665878
costume,NOU,1.595496222,1.650598898,1.62304756
sérieusement,ADV,1.594834356,1.337658891,1.466246624
informations,NOU,1.59439255,1.308350949,1.45137175
cigarette,NOU,1.593507589,1.889693791,1.74160069
acte,NOU,1.593175263,1.554852434,1.574013849
gardez,VER,1.592953572,0.716003344,1.154478458
désormais,ADV,1.592509848,1.946697837,1.769603843
réparer,VER,1.592509848,1.143639235,1.368074542
oreilles,NOU,1.591954555,1.957511511,1.774733033
laisses,VER,1.591621038,0.733197265,1.162409152
mine,NOU,1.590730406,1.719662683,1.655196545
agréable,ADJ,1.590618948,1.517195898,1.553907423
ouverte,ADJ,1.590618948,1.958133676,1.774376312
queue,NOU,1.590284404,1.711722892,1.651003648
sentiments,NOU,1.589502796,1.706547103,1.64802495
souris,VER,1.589502796,1.557266529,1.573384663
coûte,VER,1.589279221,1.309843005,1.449561113
vidéo,ADJ,1.589279221,-0.026872146,0.781203538
front,NOU,1.588943643,2.183469146,1.886206395
inquiétez,VER,1.588831726,0.58546073,1.087146228
note,VER,1.58871978,1.681602999,1.63516139
urgence,NOU,1.588607805,1.329397879,1.459002842
chaleur,NOU,1.588495801,2.050108963,1.819302382
gardes,NOU,1.588383768,1.381115081,1.484749425
conduit,VER,1.58759873,1.559786968,1.573692849
utile,ADJ,1.58759873,1.400365273,1.493982002
points,NOU,1.586812269,1.707655324,1.647233797
servi,VER,1.586699802,1.607240504,1.596970153
méchant,VER,1.586587305,1.290479813,1.438533559
remercier,VER,1.586587305,1.189490314,1.38803881
militaire,ADJ,1.586474779,1.882068944,1.734271862
allemands,ADJ,1.586137025,1.912168896,1.749152961
gaffe,VER,1.58591171,1.302547372,1.444229541
minuit,NOU,1.585122186,1.474216264,1.529669225
accepte,VER,1.584444307,1.270678836,1.427561572
prêtre,NOU,1.583991799,1.468199586,1.526095693
mariés,VER,1.583312152,1.033825694,1.308568923
demandes,NOU,1.583198774,1.020361283,1.301780029
journaux,NOU,1.583198774,1.865577707,1.724388241
retraite,ADJ,1.583198774,1.588607805,1.58590329
pourrez,VER,1.582971929,1.04453976,1.313755845
écris,VER,1.582517884,1.394451681,1.488484783
censé,ADJ,1.582290683,0.656098202,1.119194443
université,NOU,1.582290683,1.121887985,1.352089334
suivi,VER,1.581949658,1.737749074,1.659849366
amené,VER,1.581380689,1.301029996,1.441205343
ministre,NOU,1.580924976,1.785401025,1.683163001
champ,NOU,1.580354661,1.713994268,1.647174465
naissance,NOU,1.57863921,1.694868328,1.636753769
vitesse,NOU,1.578524605,1.737113094,1.65781885
prendra,VER,1.577721525,0.984977126,1.281349326
souffle,NOU,1.577606677,2.035789833,1.806698255
tableau,NOU,1.5774918,1.762228284,1.669860042
chair,NOU,1.576686805,1.980503318,1.778595062
passée,VER,1.575303333,1.562173863,1.568738598
crétin,NOU,1.575072326,0.778874472,1.176973399
suivant,PRP,1.574725584,1.794418331,1.684571958
faible,ADJ,1.57426283,1.662946614,1.618604722
mètres,NOU,1.574031268,2.034949147,1.804490208
agir,VER,1.573799582,1.472171147,1.522985365
hiver,NOU,1.57333584,1.983536082,1.778435961
pensent,VER,1.573103783,1.089905111,1.331504447
supplie,VER,1.572639297,1.041787319,1.307213308
reconnais,VER,1.572406868,1.382377303,1.477392086
chauffeur,NOU,1.572290606,1.645324002,1.608807304
rappelles,VER,1.572174314,0.923244019,1.247709167
source,NOU,1.572174314,1.549125927,1.560650121
cousin,NOU,1.571825249,1.591621038,1.581723144
durant,PRP,1.571825249,1.864807629,1.718316439
coffre,NOU,1.571475904,1.40277707,1.487126487
vole,VER,1.571009672,1.011570444,1.291290058
recevoir,VER,1.57054294,1.691258358,1.630900649
découvrir,VER,1.569490954,1.706547103,1.638019029
